"X" "Y" "Epsilon"
1 0.808222570449615 -0.191777429550385
2 1.28221558978283 -0.717784410217168
3 3.32587539421581 0.325875394215808
4 4.76700089514242 0.767000895142417
5 6.00114970319353 1.00114970319353
6 5.10793585171571 -0.89206414828429
7 5.52119106471415 -1.47880893528585
8 9.18432733564448 1.18432733564448
9 6.93379281036493 -2.06620718963507
10 11.9363012236569 1.93630122365691
11 9.47622881192299 -1.52377118807701
12 14.0137860755255 2.01378607552546
13 11.5175486798685 -1.48245132013151
14 15.1867959702407 1.18679597024068
15 16.5524856039492 1.55248560394919
16 15.5312212876 -0.468778712400041
17 17.1690794801693 0.169079480169261
18 16.7652962743196 -1.23470372568043
19 19.9294702506508 0.929470250650787
20 20.4618459859652 0.461845985965229
21 18.8952934212075 -2.10470657879252
22 21.9553405000828 -0.0446594999172188
23 22.9891851186324 -0.0108148813676142
24 24.1509461995004 0.150946199500398
25 22.5973838879351 -2.40261611206488
26 27.3029658857766 1.30296588577656
27 26.9326613084363 -0.0673386915637104
28 28.714127189607 0.714127189607023
29 28.655331150642 -0.344668849357981
30 30.5866309813103 0.586630981310352
31 31.3621959810813 0.362195981081271
32 31.5949784579157 -0.405021542084296
33 33.8499801858278 0.849980185827784
34 34.2068438250491 0.206843825049115
35 34.9106359506195 -0.0893640493804811
36 34.8046195223504 -1.19538047764962
37 36.8994375120809 -0.100562487919151
38 37.1617380461649 -0.838261953835135
39 39.2769784825468 0.276978482546765
40 38.719513605868 -1.28048639413198
41 40.6080128812871 -0.391987118712916
42 41.6480556677453 -0.351944332254664
43 42.8223989101184 -0.177601089881637
44 43.6350841810749 -0.364915818925063
45 45.8384733004886 0.838473300488638
46 44.303686478224 -1.69631352177595
47 47.0114915428034 0.0114915428034471
48 48.04812096857 0.0481209685700033
49 47.7722414722193 -1.22775852778074
50 49.133425032092 -0.866574967908011
51 52.6487248879806 1.64872488798058
52 53.2409995530194 1.24099955301945
53 52.7540456589329 -0.245954341067124
54 55.0675728120976 1.06757281209762
55 56.223204690834 1.22320469083404
56 55.2624918291139 -0.737508170886131
57 56.2947220851333 -0.705277914866679
58 59.0335160162069 1.03351601620688
59 58.8736456991976 -0.126354300802401
60 59.7462713912529 -0.253728608747088
61 61.6319851955358 0.631985195535802
62 60.2347637366069 -1.7652362633931
63 62.4425807664657 -0.557419233534259
64 66.597455331434 2.59745533143398
65 64.9420867020898 -0.0579132979102211
66 67.9337931528814 1.93379315288136
67 66.2939198117644 -0.706080188235585
68 69.1392573486141 1.13925734861409
69 67.9659547753066 -1.03404522469344
70 68.6052653911918 -1.39473460880815
71 72.1100284656788 1.11002846567883
72 71.5182332797857 -0.481766720214255
73 73.2959388968309 0.295938896830867
74 76.1811559544682 2.1811559544682
75 76.1371305991395 1.13713059913952
76 75.3957817507636 -0.604218249236353
77 75.780956003145 -1.21904399685502
78 77.6870585390025 -0.312941460997489
79 79.7799843357833 0.779984335783306
80 79.970723549214 -0.0292764507860198
81 82.1783927954943 1.17839279549428
82 82.9103594658372 0.910359465837223
83 82.8638755167672 -0.136124483232799
84 84.1816243847293 0.181624384729257
85 83.9137556890088 -1.08624431099119
86 83.6440730968728 -2.35592690312718
87 88.4107597932726 1.41075979327258
88 86.8272979818354 -1.17270201816459
89 89.9456917449062 0.945691744906194
90 87.2451324464905 -2.75486755350953
91 91.567680980549 0.567680980549019
92 90.8165419817753 -1.18345801822471
93 92.6366215088368 -0.363378491163188
94 93.057086944967 -0.942913055033017
95 94.8490184541533 -0.150981545846725
96 98.216607565633 2.21660756563301
97 99.0006572877309 2.00065728773092
98 96.981045336446 -1.01895466355401
99 96.4317513673222 -2.56824863267775
100 101.53306321384 1.53306321383965
101 102.089005345242 1.08900534524183
102 101.943947922868 -0.0560520771322929
103 103.083922752394 0.0839227523935739
104 103.187592102624 -0.812407897375591
105 103.146627810466 -1.85337218953351
106 107.235130509579 1.2351305095793
107 105.738420473574 -1.26157952642617
108 108.550842445729 0.550842445729335
109 110.07592214946 1.07592214946014
110 110.371509981745 0.371509981745007
111 110.87749745375 -0.122502546249875
112 112.837283417657 0.837283417656505
113 111.872533933241 -1.12746606675883
114 113.768749811336 -0.231250188663536
115 115.006686291053 0.00668629105279542
116 116.111477891386 0.111477891385821
117 116.967485563466 -0.0325144365335311
118 118.252628342271 0.252628342271035
